;name;address;e-mail;site;telephone;e_mail
485;Cedar's Lebanese;169 Mary Street Balsall Heath, Birmingham B12 9RN England;;http://www.cedarlebanesefood.co.uk;tel:+44 7508 530111;mailto:cedarslebanesefood@hotmail.com?subject=?
486;Cardamom Restaurant;350 High Street Harborne, Birmingham B17 9PU England;;http://cardamom-harborne.co.uk;tel:+44 121 427 1060;
487;Johnny Wong's;197 Hagley Road, Birmingham B16 9RD England;;https://www.facebook.com/newjohnnywongs/;tel:1214-14564333;
488;Deedar Indian Restaurant;14 Barnt Green, Birmingham B45 8NE‎ England;;http://www.indianrestaurantdeedar.co.uk;tel:+44 121 447 7692;
489;Bombay Mix;Broad Street, Birmingham England;;;tel:+44 121 643 0756;
490;Deepalis;1A Alfred Road B11 4PB, Birmingham B11 4PB England;;http://www.deepalisrestaurant.co.uk/;tel:+44 121 265 4726;mailto:info@deepalisrestaurant.co.uk?subject=?
491;Boulevard Restaurant;Harbet Drive Hilton Birmingham Metropole Hotel, National Exhibition Centre, Birmingham B40 1PP England;;http://www3.hilton.com/en/hotels/united-kingdom/hilton-birmingham-metropole-BHXMETW/dining/index.html;tel:+44 121 780 6229;
492;The Florence;106-110 Edmund Street, Birmingham B3 2ES England;;http://theflorencebirmingham.co.uk/;tel:+44 121 599 0223;mailto:hello@theflorencebirmingham.co.uk?subject=?
493;Afrikana;359 Ladypool Road, Birmingham B12 8LA England;;https://www.facebook.com/afrikanabham/;tel:+44 121 439 8118;
494;1900 Steakhouse Bar and Grill;53 Edgbaston Park Road Edgbaston Park Hotel, Birmingham B15 2RS England;;https://www.edgbastonparkhotel.com/dining/;tel:+44 121 414 8888;mailto:restaurant@edgbastonparkhotel.com?subject=?
495;Al Qamar;51 Vincent Street, Birmingham B12 9TP England;;https://www.facebook.com/AlQamarResturantBham/;tel:+44 121 440 1407;
496;The Lodge Cafe;Aldridge Road Tameside Way At the entrance to the Travelodge Hotel, Birmingham B42 2UB England;;;tel:+44 121 356 4611;
497;Big Man's Food;8 Wolverhampton Road, Birmingham B68 0LH England;;http://www.bigmansfood.com/;tel:+44 121 420 2000;
498;Tikka Town;1A Manor Park Road, Birmingham B36 0DG England;;http://www.tikkatowntakeaway.co.uk/;tel:+44 121 749 5666;mailto:hello@tikkatown.co.uk?subject=?
499;Deli Heaven;22 Caroline Street, Birmingham B3 1UE England;;;tel:+44 121 233 9025;
500;Hee Japanese Cuisine;707 Bristol Road South, Birmingham B31 2JT England;;http://heesushi.co.uk;tel:+44 121 476 0006;
501;The Wellington;37 Bennetts Hill, Birmingham B2 5SN England;;;;
502;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
503;Taste Collective;Mell Square Solihull, Birmingham B91 3AY England;;http://tastecollectivesolihull.co.uk/;tel:+44 121 725 8809;mailto:info@tastecollective.co.uk?subject=?
504;The Mount Tavern;136 Kings Road Kingstanding, Birmingham B44 0SH England;;;tel:+44 121 355 3189;
505;Dough and Bun;334-336 Bromford Lane Washwood Heath, Birmingham B8 2SD England;;http://doughandbun.co.uk;tel:+44 121 328 0387;mailto:info@doughandbun.co.uk?subject=?
506;Cg's Cafe;Bradford Court 123-131 Bradford Street Digbeth, Birmingham B12 0NS England;;http://www.cgscafe.co.uk/;tel:+44 121 753 2853;mailto:Food@cgscafe.co.uk?subject=?
507;Bader Restaurant;396 Coventry Road Small Heath, Birmingham B10 0UF England;;http://baderrestaurant.co.uk;tel:+44 121 766 5799;mailto:contact@baderrestaurant.com?subject=?
508;Friendly Fire Restaurant;101-102 Three Shires Oak Road Bearwood, Birmingham B67 5BT England;;http://friendlyfiregrill.co.uk/;tel:+44 7468 496330;
509;Pizza Express Moseley;93A Alcester Road Moseley, Birmingham B13 8DD England;;https://www.pizzaexpress.com/moseley?utm_source=listings&utm_medium=Places&utm_campaign=moseley;tel:+44 121 449 3111;mailto:moseley.manager@pizzaexpress.com?subject=?
510;Harborne Fish Bar;2 Northfield Road, Birmingham B17 0SS England;;https://www.facebook.com/pages/category/Fast-Food-Restaurant/Harborne-Fish-Bar-236058653097585/;tel:+44 121 427 7759;mailto:harbornefishbar@gmail.com?subject=?
511;The Vine;22 High Street, Birmingham SG12 9BY England;;;tel:+44 121 428 3946;mailto:info@thevineware.co.uk?subject=?
512;The World Bar;Pendigo Way, Birmingham B40 1PU England;;https://www.resortsworldbirmingham.co.uk/eat-drink/world-bar;tel:+44 121 273 1000;
513;Wychall Fish Bar;234 Wychall Road, Birmingham B31 3AU England;;https://www.facebook.com/wychallfishbar/;tel:+44 121 458 3805;mailto:wychallfishbar@gmail.com?subject=?
514;Curry Club;Birmingham B36 0JE, England 262E Chester Road, Birmingham B36 0JE England;;https://www.facebook.com/curryclubb36/;tel:+44 121 238 8475;mailto:curryclubb36@gmail.com?subject=?
515;Khayyam Restaurant;135 Tennant Street, Birmingham B15 1EY England;;http://www.khayyam-restaurant.com;tel:+44 121 643 0677;mailto:info@khayyam-restaurant.com?subject=?
516;Hastingwood Cafe;Wood Lane Erdington, Birmingham B24 9QR England;;http://www.hastingwoodcafe.co.uk;tel:+44 121 386 6610;mailto:hastingwoodcafe@hotmail.com?subject=?
517;Kurdistan Hall Restaurant;17 Rookery Road, Birmingham B21 9QP England;;https://www.facebook.com/Kurdistan-Restaurant-264605210251573;tel:+44 7761 636081;mailto:sarkoaol@aol.com?subject=?
518;The Aston Tavern;10 Aston Hall Road Aston, Birmingham B6 7FF England;;http://www.astontavern.co.uk;tel:+44 121 328 0095;mailto:info@astontavern.co.uk?subject=?
519;Le Keux;Zellig Building The Custard Factory Gibb Street, Birmingham B9 4AT England;;http://www.custardfactory.co.uk/directory/le-keux-vintage-salon/;tel:+44 121 224 7377;mailto:bookings@lekeuxevents.co.uk?subject=?
520;Desi by Imlees;562 - 564 Moseley Road, Balsall Heath B12 9ad, Birmingham England;;http://www.desiimleesrestaurant.co.uk/;tel:+44 121 449 4495;mailto:info@siimleesrestaurant.co.uk?subject=?
521;Edwards Cafe Bar;28 Goosemoor Lane Erdington, Birmingham B23 5PN England;;https://www.facebook.com/pg/EdwardsResturant/posts/;tel:+44 121 270 5552;mailto:bookings@brittonscaterers.co.uk?subject=?
522;Fridays - Birmingham;180 Hagley Road, Birmingham B16 9NY England;;https://www.tgifridays.co.uk/;tel:+44 344 692 0225;mailto:birmingham@tgifridays.co.uk?subject=?
523;The Barrel Bar And Grill;322 Summer Lane, Birmingham B19 3RG England;;http://www.facebook.com/thebarrelbirmingham/;tel:+44 7404 053929;mailto:TheBarrelBarAndGrill@gmail.com?subject=?
524;Longbridge Beefeater;2 College Street Longbridge, Birmingham B31 2US England;;https://www.beefeater.co.uk/en-gb/locations/west-midlands/longbridge?cid=yext_40536505;tel:+44 121 270 7163;mailto:birminghamsouth.beefeater@whitbread.com?subject=?
525;Green's Cocktail Lounge;Mell Square Solihull, Birmingham B91 3AY England;;http://www.greens-solihull.co.uk/;tel:+44 121 716 3222;mailto:info@greens-solihull.co.uk?subject=?
526;Shazanz;182A Lozells Road Lozells, Birmingham B19 1PA England;;http://www.shazanz.co.uk;tel:+44 121 554 2555;mailto:shazanz@live.co.uk?subject=?
527;Shogun Teppan-Yaki;The Waters Edge, Brindley Pl, Birmingham B1 2HL England;;http://www.shogunteppanyaki.com;tel:+44 121 643 8800;
528;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
529;Buffet Island;Queslett Road Great Barr, Birmingham B43 7TN England;;http://buffetisland.com/;tel:+44 121 366 6028;mailto:greatbarr@buffetisland.com?subject=?
530;Bailey's Caribbean Restaurant Limited;103 New Town Row, Birmingham B6 4HG England;;https://www.facebook.com/baileys9872/;tel:+44 121 679 2893;
531;Khyber Pass;104 Alum Rock Road, Birmingham B8 1HU England;;;;
532;Restaurant Bar A Jee;265 Broad Street, Birmingham B1 2DS England;;http://www.restaurantbarajee.com/location.html;;mailto:info@restaurantbarajee.com?subject=?
533;The Charlie Hall;49 Barnabas Road, Birmingham B23 6SH England;;http://www.jdwetherspoon.co.uk;tel:+44 121 384 2716;
534;The Royal Oak;Manor Lane Halesowen, Birmingham B62 8PZ England;;http://www.emberinns.co.uk/nationalsearch/eastandwestmidlands/the-royal-oak-halesowen;tel:+44 121 421 5371;
535;No42 Indian restaurant & coffee;42 Poplar Road Kings Heath, Birmingham B14 7AD England;;http://No42restaurant.co.uk;tel:+44 121 296 6774;mailto:Ibby1405@outlook.com?subject=?
536;Ababeel;1069 Warwick Road, Birmingham B27 6QT England;;;tel:+44 121 448 6263;mailto:aba.beel@hotmail.com?subject=?
537;Bangkok Cafe;Asia Asia Food Court, 10 Pershore Street Unit 8, Birmingham B5 4RU England;;http://www.penanglaksa.co.uk;tel:+44 7737 860400;mailto:thepenanglaksaco@gmail.com?subject=?
538;Toby Carvery;2225 Coventry Road, Sheldon, Birmingham B26 3EH England;;http://www.tobycarvery.co.uk/sheldonbirmingham/;tel:+44 121 742 6201;
539;Poncho Khana;502 Coventry Road, Birmingham B10 0UN England;;https://en-gb.facebook.com/PonchoKhana;tel:+44 121 773 0777;mailto:iftikharsyed@hotmail.co.uk?subject=?
540;Pangaea;27 Poplar Road, Birmingham B14 7AA England;;http://www.pangaeacuisine.co.uk;tel:+44 121 441 2222;
541;Brewer's Social;77 High Street, Birmingham B17 9NS England;;http://sadlersbars.co.uk;tel:+44 121 427 9570;mailto:harborne@sadlersales.co.uk?subject=?
542;Eat;82-83 New Street, Birmingham B2 4BA England;;http://eat.co.uk/store-locations?full-list=true;tel:+44 121 632 5379;
543;Giraffe;Terminal 1, Birmingham B26 3QJ England;;https://www.trgconcessions.co.uk/our-locations/location/Birmingham%20Airport;tel:+44 121 767 5628;mailto:concessions@trgplc.com?subject=?
544;The Court Oak;Balden Road Harborne, Birmingham B32 2EH England;;http://www.sizzlingpubs.co.uk/thecourtoakharborne/;tel:+44 121 428 4533;mailto:sandra@connectingelement.co.uk?subject=?
545;British Oak Public House;1364 Pershore Road Stirchley, Birmingham B30 2XS England;;http://www.facebook.com/British-Oak-786752981459400/;tel:+44 121 458 1758;mailto:bookingsbritishoak@gmail.com?subject=?
546;Grillz Steakhouse;278-280 Ladypool Road, Birmingham B12 8JU England;;http://grillzsteakhouse.com;tel:+44 121 449 0476;mailto:grillzsteakhouse@hotmail.com?subject=?
547;Scottish Steak Club;New Street Burlington Arcade, Birmingham B2 4JQ England;;http://www.macdonaldhotels.co.uk/scottishsteakclub;tel:+44 121 633 1737;
548;Zumhof Biergarten;Progress Works 29 Heath Mill Lane, Birmingham B9 4AL England;;http://www.zumhof.co.uk/;tel:+44 161 817 3499;mailto:digbeth@zumhof.co.uk?subject=?
549;Pizza Express - Harborne;153-155 High Street, Birmingham B17 9NP England;;https://www.pizzaexpress.com/harborne?utm_source=listings&utm_medium=Places&utm_campaign=harborne;tel:+44 121 427 6009;
550;Mighty Bite Cafe;1223 Pershore Road, Birmingham England;;http://www.mighty-bite.co.uk/;tel:+44 121 459 2020;
551;Silver Hake Fish Bar and Restaurant;17 Olton Boulevard East, Birmingham B27 7RR England;;http://www.facebook.com/Silver-Hake-Fish-Bar-and-Restaurant-700289936705387/;tel:+44 7763 271187;
552;The Towers Inn;The Towers Inn 636 Walsall Road Great Barr, Birmingham B42 1EY England;;http://www.sizzlingpubs.co.uk/thetowersinngreatbarr/;tel:+44 121 358 4627;
553;Damascena Coffee House;Flat 1 17-21 Heritage Court 15 Warstone Lane, Birmingham B18 6HP England;;http://damascena.co.uk/contact-us-jewellery-quarter/;tel:+44 121 233 9932;mailto:jq@damascena.co.uk?subject=?
554;China Court;24 Ladywell Walk, Birmingham B5 4ST England;;http://www.chinacourtbirmingham.co.uk/;tel:+44 121 666 7031;
555;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
556;Sangam Sweet Centre;334 Soho Road, Birmingham B21 9NA England;;;tel:+44 121 523 9905;
557;Brownie's;108 High Street Coleshill, Birmingham B46 3BL England;;http://www.browniesb46.com;tel:+44 7808 775366;
558;The Glee Club;The Arcadian 70 Hurst Street, Birmingham B5 4TD England;;http://www.glee.co.uk/eating;;
559;Bournville Garden Centre;Bournville Garden Centre, Maple Road, Bournville Wyevale Garden Centre, Birmingham B30 2AE England;;http://britishgardencentres.com/bournville-garden-centre/?v=79cba1185463;tel:+44 121 472 0303;
560;Simla Spice;34 Queslett Road Great Barr, Birmingham B43 6PL England;;http://www.simlaspice.com;tel:+44 121 360 0530;mailto:info@simlaspice.com?subject=?
561;the station;7 High Street, Birmingham B14 7BB England;;;tel:+44 121 444 8749;
562;The Balti Room;1509 Pershore Road, Birmingham B30 2JL England;;http://thebaltiroombirmingham.co.uk/;tel:+44 121 458 1247;mailto:mosh_hussain@hotmail.com?subject=?
563;Big John's Highgate;291 Gooch Street Highgate, Birmingham B5 7JE England;;http://www.mybigjohns.com;tel:+44 121 446 4083;
564;Milano;24 Ladywell Walk, Birmingham B5 4ST England;;;tel:+44 121 622 3999;
565;Jordan's Cafe;9 The Green King's Norton, Birmingham B38 8SD England;;https://www.facebook.com/JordansCafeKingsNorton/;tel:+44 121 458 4454;
566;Recess;1 Brunswick Square Brindleyplace, Birmingham B1 2HW England;;http://www.leisuretreats.co.uk/recess;tel:+44 121 643 1003;mailto:birminghambrindleyplace.recess@hilton.com?subject=?
567;Tsukiji Japanese Restaurant;51 Station Street, Birmingham B5 4DY England;;http://www.Japanesetsukiji.co.uk;tel:+44 121 616 2888;mailto:info@japanesetsukiji.co.uk?subject=?
568;Silly Sausage Cafe;Imex Business Park Flaxley Road Unit 2, Imex Business Park, Birmingham B33 9AL England;;;tel:+44 121 789 8404;
569;Pizza Hut Birmingham New St;135/137 New Street, Birmingham B2 4NS England;;https://www.pizzahut.co.uk/restaurants/find-a-hut/birmingham/birmingham-new-st/?utm_source=google&utm_medium=maps&utm_content=birminghamNewst&utm_campaign=googleplaces;tel:+44 121 643 2080;
570;Grace + James;23 York Road, Birmingham B14 7SA England;;https://www.facebook.com/graceandjameskh/;tel:+44 7834 557104;
571;Chillies Indian Takeaway;156 Woodthorpe Road, Birmingham B14 6EQ England;;http://www.facebook.com/chillies.kingsheath;tel:+44 121 443 4439;mailto:chillies.kingsheath@gmail.com?subject=?
572;Yorks Cafe;1 Oozells Square, Birmingham B1 2HS England;;http://www.yorkscafe.co.uk/yorks-ikon-gallery-birmingham;tel:+44 121 293 9186;mailto:ikon@yorkscafe.co.uk?subject=?
573;Jacky's Kitchen;Unit 4 Southside, Bromsgrove St, Birmingham B5 6QB England;;;tel:+44 121 666 7187;
574;Meatz Muntz St;15 Muntz Street, Birmingham B10 9SN England;;;tel:+44 121 439 7550;mailto:Meatzmuntzst@gmail.com?subject=?
575;The Old Horns;Queslett Road Great Barr, Birmingham B43 7EQ England;;http://www.sizzlingpubs.co.uk/theoldhornsgreatbarr/;tel:+44 121 366 7248;
576;Rose Villa Pub;58 Branston Street, Birmingham B18 6BP England;;http://therosevillatavern.co.uk;tel:+44 121 236 7910;
577;Pizza Express - Birmingham The Citadel;4 The Citadel 190 Corporation Street, Birmingham B4 6QB England;;https://www.pizzaexpress.com/birmingham-the-citadel?utm_source=listings&utm_medium=Places&utm_campaign=birmingham-the-citadel;tel:+44 121 236 0221;mailto:birmingham1.manager@pizzaexpress.com?subject=?
578;Channi's Indian Restaurant;795 Stratford Road, Birmingham B11 4DG England;;http://channis.wordpress.com/;tel:+44 121 778 6465;
579;Induz Indian Restaurant;11 Kings road Sutton Coldfield, Birmingham B73 5AB England;;http://www.induz.net;tel:+44 121 355 5089;mailto:info@induz.net?subject=?
580;Ruby Cantonese;2A Barnsley Road Edgbaston, Birmingham B17 8ED England;;http://rubychineserestaurantedgbaston.co.uk/chinese-cantones-restaurantedgbaston-menus;tel:+44 121 429 8805;
581;Shahimahal;4 Coleshill Road Hodge Hill, Birmingham B36 8AA England;;http://www.shahimahal.co.uk/;tel:+44 121 783 3557;
582;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
583;Manchester Seafood;1 Wrottesley Street, Birmingham B5 4RT England;;http://www.manchesterseafood.co.uk/restaurant;tel:+44 121 622 2546;
584;Ladana Cafe;388 Stratford Road, Birmingham B11 4AB England;;https://ladanacafe.com/;tel:+44 121 688 0341;mailto:info@ladanacafe.com?subject=?
585;Pershore House;1807 Pershore Road, Birmingham B30 3DN England;;;tel:+44 121 458 2068;
586;Fuel Juice Bar;353 Bullring Shopping Centre, Birmingham B5 4BU England;;https://www.bullring.co.uk/eating/sandwiches-snacks/fuel-juice-bar;;
587;Golden Cafe;191 High Street, Birmingham B23 6SY England;;https://www.facebook.com/pages/category/Cafe/Golden-Cafe-925845820775861/;tel:+44 121 373 1651;
588;Attic Brew Co.;Maryvale Road, Birmingham B30 2DA England;;https://www.facebook.com/atticbrewco/;;mailto:beer@atticbrewco.com?subject=?
589;The Gate;14 Studley Street, Birmingham B12 8JB England;;;tel:+44 7960 491619;
590;Spice 27;2 Gospel Farm Road, Birmingham B27 7JN England;;;;
591;Dilkhush;1462 Pershore Road, Birmingham B30 2NT England;;http://www.dilkhushb30.co.uk/;tel:+44 121 459 9258;
592;Sundaes Gelato;160-162 Corporation Street, Birmingham B4 6TB England;;https://www.facebook.com/Sundaes-Gelato-Birmingham-559447674219120/;tel:+44 121 572 2240;
593;Zaitoon;5B Bishopsgate Street, Birmingham B15 1DA England;;https://zaitoon-restaurant.co.uk/contact/;tel:+44 121 643 9576;
594;Lickey Lips Cafe;By the Duck Pond, Lickey, Birmingham B45 8RT England;;;tel:+44 7808 774844;
595;Ra Coffee House;25 High Street, Birmingham B14 7BB England;;https://www.facebook.com/Racoffees/;;
596;Pizza4uwestheath;85 Fairfax Road, Birmingham B31 3SH England;;http://www.pizza4uwestheath.com/;tel:+44 121 476 6433;
597;Chilli and Spice;1214 Stratford Road, Birmingham B28 9BH England;;http://thehorseshoebar.co.uk;tel:+44 121 777 2340;mailto:info@thehorseshoebar.co.uk?subject=?
598;Fredericks Coffee Lounge and Bar;Regent House Frederick Street, Birmingham B1 3HR England;;http://www.fredericksbar.co.uk/;tel:+44 121 233 0313;mailto:info@fredericksbar.co.uk?subject=?
599;German Doner Kebab;548-550 Moseley Road, Birmingham B12 9AD England;;http://www.germandonerkebab.com;tel:+44 121 655 0140;mailto:feedback@germandonerkebab.com?subject=?
600;Red N Hot;35 Hurst Street, Birmingham B5 4BJ England;;http://www.rednhotgroup.com/;tel:+44 121 666 6076;
601;Hopwood House;Redditch Road, Birmingham B48 7AB England;;http://www.hopwoodhousepub.co.uk;tel:+44 121 445 1716;mailto:hopwoodhouse.birmingham@marstons.co.uk?subject=?
602;No 1 Chinese Cafe and Takeaway;22 Holloway, Birmingham B31 1TT England;;https://www.facebook.com/no1chinesecafe;;
603;The Village Kitchen Rubery;147 New Road Rubery, Birmingham B45 9JW England;;https://www.facebook.com/TheVillageKitchenRubery/;tel:+44 121 243 3771;
604;Slug and Lettuce;The Waters Edge Brindley Place, Birmingham B1 2HL England;;https://www.slugandlettuce.co.uk/birmingham?utm_source=google&utm_medium=local_seo_gmb;tel:+44 121 633 3049;mailto:slugandlettuce.birmingham@stonegatepubs.com?subject=?
605;Badshah Palace Restaurant;Walsall Road, Birmingham B42 1LR England;;http://www.badshahpalacerestaurant.com;tel:+44 121 357 1897;mailto:mamun@badshahpalace.co.uk?subject=?
606;The Olive Tree Cafe;Five Ways Island, Birmingham b16 8tg England;;http://www.facebook.com/olivetreecafe5ways;tel:+44 7518 471746;mailto:order@olivetreecafe.co.uk?subject=?
607;Fletchers Bar and Eatery;No.7 York Road Kings Heath, Birmingham B14 7SA England;;http://www.fletchersbarandeatery.co.uk/;tel:+44 121 443 4725;mailto:fletchers@kitchengardencafe.co.uk?subject=?
608;Snax and Ladders;41 Watford Road, Birmingham B30 1JB England;;;tel:+44 121 239 4414;
609;Mandi House;382 Coventry Road, Birmingham B10 0UF England;;;tel:+44 121 766 6101;
610;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
611;DeMaines of Moseley;31 St. Marys Row Moseley Birmingham, Birmingham B13 8HW England;;http://www.demaines.com;tel:+44 121 449 3070;
612;Katsu Kitchen;Woodbridge Road Moseley, Birmingham England;;https://www.facebook.com/eatatkatsukitchen/;tel:+44 7710 807166;
613;Nuvo Bar & Restaurant;2 Brunswick Square 11 Brindleyplace, Birmingham B1 2LP England;;http://www.nuvobar.com;tel:+44 121 631 1600;mailto:info@nuvobar.com?subject=?
614;Ruby Cantonese Take Away;2A York Road, Birmingham B23 6TE England;;;tel:+44 121 377 8500;
615;Genting Casino Star City Restaurant;Star City Watson Road, Birmingham B7 5SA England;;;tel:+44 121 327 8008;mailto:starcityhospitalitymanager@gentingcasinos.co.uk?subject=?
616;Sports Bar & Grill;Pendigo Way, Birmingham B40 1PU England;;http://www.resortsworldbirmingham.co.uk/whats-here/bars-and-restaurants/sports-bar/;tel:+44 121 273 1145;mailto:rwbcasbar@gentingcasinos.co.uk?subject=?
617;Golden Bamboo;296 Haunch Lane, Birmingham B13 0QS England;;http://www.goldenbamboo.co.uk;tel:+44 121 444 1145;
618;The Stag And Three Horseshoes;Halesowen Road Quinton, Birmingham B62 9BB England;;http://www.sizzlingpubs.co.uk/thestagandthreehorseshoeshalesowen/;tel:+44 121 422 2176;mailto:thestagandthreehorseshoes@sizzlingpubs.co.uk?subject=?
619;Toby Carvery;Chester Road North, Birmingham B37 7WF England;;http://tobycarvery.co.uk;tel:+44 121 353 7785;
620;The Taste Of Italy;23 Edgewood Road, Birmingham B45 8SB England;;;tel:+44 121 628 1999;
621;Arabella Lebanese Restaurant & Takeaway;37 Westley Road, Birmingham B27 7UQ England;;;tel:+44 121 238 2651;
622;Kafe Lahore;141-143 Ladypool Road, Birmingham B12 8LH England;;http://www.kafelahore.co.uk;tel:+44 121 446 4442;mailto:spanish_z7@hotmail.com?subject=?
623;Pepe's Piri Piri - Sutton Coldfield;439 Birmingham Road, Sutton Coldfield, Birmingham B72 1AX England;;http://www.pepes.co.uk;tel:+44 121 655 0280;
624;Bugis Street Brasserie;Paradise Place Paradise Circus, Birmingham B3 3HJ England;;http://www.millenniumhotels.co.uk/copthornebirmingham/dining/bugis-street-brasserie.html;tel:+44 121 200 2727;mailto:bugis.birmingham@millenniumhotels.co.uk?subject=?
625;Ajwa Restaurant;1268 Pershore Road, Birmingham B30 2XU England;;http://www.ajwarestaurant.co.uk;tel:+44 121 433 4333;
626;Morridge oats + coffee;14 Temple Row Great Western Arcade, Birmingham B2 5HG England;;http://www.morridge.co.uk;;
627;Sarah's diner;Halesowen Caravan Centre, Birmingham England;;;tel:+44 7813 289834;
628;Master Park's Kitchen;Birmingham B5 5JN England;;http://master-parks-kitchen.business.site/;tel:+44 7414 954040;
629;Muang Chang;462 Lickey Road, Birmingham B45 8UU England;;http://www.muangchang.co.uk/;tel:+44 121 453 5739;
630;Hookahs;478 Moseley Road Sparkhill, Birmingham B12 9AN England;;http://www.hookahs.biz;tel:+44 121 440 8154;mailto:hello@hookahs.biz?subject=?
631;Monmo's Peri Peri Grill;Stratford Road Hall Green, Birmingham B28 8AD England;;https://monmos-peri-peri-grill.business.site/;tel:+44 121 777 7575;
632;Griddle Street;1110 Stratford Road Hall Green, Birmingham B28 8AE England;;;tel:+44 121 777 0604;mailto:griddlestreet@outlook.com?subject=?
633;The Pear Tree;25-27 Alcester Road South, Birmingham B14 7JQ England;;http://www.jdwetherspoon.com/pubs/all-pubs/england/west-midlands/the-pear-tree-birmingham;tel:+44 121 441 6710;mailto:p2053@jdwetherspoon.co.uk?subject=?
634;Nakodar Sweets & Restaurant;112 Soho Road, Birmingham B21 9DP England;;https://www.facebook.com/Nakodar-Sweets-Restaurant-1652465138310950/;tel:+44 121 523 4234;
635;Fogg's Restaurant;Ambassador Road, Birmingham B26 3AW England;;http://restaurants.accorhotels.com/gb/restaurant-6359_R001-fogg-s-birmingham.shtml;;
636;The Green Man;2 High Street, Birmingham B17 9NE England;;http://www.emberinns.co.uk/nationalsearch/eastandwestmidlands/the-green-man-harborne/food;tel:+44 121 428 3581;
637;CJ's Cafe;72 Windleaves Road, Birmingham B36 0BT England;;https://www.facebook.com/cjscafe1/;tel:+44 121 749 5044;mailto:cafecjs@gmail.com?subject=?
638;Popular Balti Tandoori;139 Ladypool Road Sparkbrook, Birmingham B12 8LH England;;;tel:+44 121 440 0014;
639;King Kebab;85 High Street, Birmingham B14 7BH England;;;tel:+44 121 443 2550;
640;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
641;Alaturka Turkish Cuisine;300-302 Ladypool Road, Birmingham B12 8JY England;;;tel:+44 121 449 4474;
642;Welcome Takeaway;144 Priory Road, Birmingham B28 0TB England;;;tel:+44 121 474 3130;
643;The Centurion;Chelmsley Wood, Birmingham, West Midlands Forth Drive, Birmingham B37 6PR England;;http://www.centurionbirmingham.co.uk/index;tel:+44 121 779 7628;mailto:info@centurionbirmingham.co.uk?subject=?
644;Plough and Harrow Hotel;135 Hagley Road, Birmingham B16 8LS England;;http://www.ploughandharrowhotel.co.uk;tel:+44 121 454 4111;mailto:reception@ploughandharrowhotel.co.uk?subject=?
645;Shobha's;Kiosk 4 Watson Road Star City, Nechells, Birmingham, Birmingham B7 5SA England;;http://www.shobhasonline.com;tel:+44 121 328 9922;
646;Simarik;1373 Pershore Road Inside Cork & Cage, Birmingham B30 2JR England;;https://corkandcage.co.uk/;tel:+44 7907 984554;
647;Sara;19-21 Grove Lane 22 Wake Green Road, Birmingham B21 9ES England;;;;
648;Namak Mandi - Taste of KPK;588 Coventry Road, Birmingham B10 0US England;;http://www.namakmanditasteofkpk.com/;tel:+44 121 773 3555;
649;Mr.Idly;169-171 Hagley Road, Birmingham B16 8UQ England;;http://www.mridly.uk/;tel:+44 121 454 1111;mailto:admin@mridly.uk?subject=?
650;Cafe Face;519 Bristol Road, Birmingham B29 6AU England;;;tel:+44 121 415 4651;
651;Castle snax;124B Weoley Castle Road, Birmingham B29 5QD England;;;tel:+44 121 475 4545;
652;Spice Balti;4 Northfield Road, Birmingham B17 0SS England;;http://www.chefonline.co.uk/spice-balti-harborne-birmingham-b17/menu;tel:+44 121 427 2559;
653;Slice Of New York;154 Yardley Road, Birmingham B27 6LR England;;http://www.sliceofnewyork.uk;tel:+44 121 572 9090;
654;Semedos;54 Warstone Lane, Birmingham B18 6NG England;;http://www.semedosonline.co.uk;tel:+44 121 233 2288;
655;52 Gas Street;52 Gas Street, Birmingham B1 2JT England;;http://www.52gasstreet.co.uk;tel:+44 121 291 5288;mailto:info@52gasstreet.co.uk?subject=?
656;Summer House Bar and Grill;266 Shaftmoor Lane The Shaftmoor Pub, Birmingham B28 8ST England;;http://www.summerhousebarandgrill.com/;tel:+44 121 777 1926;mailto:info@summerhousebarandgrill.com?subject=?
657;Take A Big Bite Cafe;11 Quinton Road West, Birmingham B32 2QA England;;https://www.facebook.com/pages/category/Cafe/Take-a-big-bite-cafe-496164833792693/;tel:+44 121 427 1212;
